"concept","conceptTitle"
"https://semopenalex.org/concept/C2776009029","Hypoalbuminemia"
"https://semopenalex.org/concept/C2776258039","Paracentesis"
"https://semopenalex.org/concept/C2778818763","Lymph node biopsy"
"https://semopenalex.org/concept/C129990765","Sidestream smoke"
"https://semopenalex.org/concept/C2776281542","Passive smoking"
"https://semopenalex.org/concept/C2776551950","Multivitamin"
"https://semopenalex.org/concept/C2778326572","Tumor-infiltrating lymphocytes"
"https://semopenalex.org/concept/C2777075537","Liver disease"
"https://semopenalex.org/concept/C2777643690","Abdominal mass"
"https://semopenalex.org/concept/C2777405583","Lung cancer screening"
"https://semopenalex.org/concept/C2781137159","Chest radiograph"
"https://semopenalex.org/concept/C2777589544","T-cell lymphoma"
"https://semopenalex.org/concept/C2776263037","Muscle atrophy"
"https://semopenalex.org/concept/C2780824555","Lymphadenectomy"
"https://semopenalex.org/concept/C144369459","CA19-9"
"https://semopenalex.org/concept/C2778141389","Cancer-related fatigue"
"https://semopenalex.org/concept/C2779747549","Mesothelium"
"https://semopenalex.org/concept/C2777045440","Mesothelin"
"https://semopenalex.org/concept/C2777632260","Serous carcinoma"
"https://semopenalex.org/concept/C2776206344","Carcinosis"
"https://semopenalex.org/concept/C2777649267","Axillary lymph nodes"
"https://semopenalex.org/concept/C2780283643","Primary tumor"
"https://semopenalex.org/concept/C2780404832","Radical mastectomy"
"https://semopenalex.org/concept/C2781392513","Lymphedema"
"https://semopenalex.org/concept/C2781467025","Breast-conserving surgery"
"https://semopenalex.org/concept/C2777540882","Urothelium"
"https://semopenalex.org/concept/C2779551604","Ramucirumab"
"https://semopenalex.org/concept/C2779952866","Management of obesity"
"https://semopenalex.org/concept/C20552341","Aurora inhibitor"
"https://semopenalex.org/concept/C59375849","COSMIC cancer database"
"https://semopenalex.org/concept/C26207810","Pleiotropy"
"https://semopenalex.org/concept/C2778995398","Peritoneal mesothelioma"
"https://semopenalex.org/concept/C2776214593","Sarcopenia"
"https://semopenalex.org/concept/C2777910003","Asymptomatic"
"https://semopenalex.org/concept/C142160229","Pleomorphism (cytology)"
"https://semopenalex.org/concept/C2778913397","Surgical margin"
"https://semopenalex.org/concept/C196822366","Parenchyma"
"https://semopenalex.org/concept/C2777751288","Ki-67"
"https://semopenalex.org/concept/C35195891","S phase"
"https://semopenalex.org/concept/C2780638295","Occupational disease"
"https://semopenalex.org/concept/C2776210965","POEMS syndrome"
"https://semopenalex.org/concept/C189528381","Signet ring cell"
"https://semopenalex.org/concept/C2780611263","Linitis plastica"
"https://semopenalex.org/concept/C2778149918","Population health"
"https://semopenalex.org/concept/C2777953354","Superior vena cava syndrome"
"https://semopenalex.org/concept/C79410662","Dose–response relationship"
"https://semopenalex.org/concept/C2777766500","Liver biopsy"
"https://semopenalex.org/concept/C2776688490","Chemoprophylaxis"
"https://semopenalex.org/concept/C2776212926","Testicular cancer"
"https://semopenalex.org/concept/C156902634","Cellular adaptation"
"https://semopenalex.org/concept/C2780263296","Anaplasia"
"https://semopenalex.org/concept/C2781340805","Epithelial dysplasia"
"https://semopenalex.org/concept/C2779468541","Severe combined immunodeficiency"
"https://semopenalex.org/concept/C2778016309","Stigmasterol"
"https://semopenalex.org/concept/C2780192575","Hypervascularity"
"https://semopenalex.org/concept/C2780739268","Progression-free survival"
"https://semopenalex.org/concept/C2775952470","Pentostatin"
"https://semopenalex.org/concept/C2776258521","Diet and cancer"
"https://semopenalex.org/concept/C2776372563","Invasive lobular carcinoma"
"https://semopenalex.org/concept/C41260117","Hepatology"
"https://semopenalex.org/concept/C2776299002","Smoking ban"
"https://semopenalex.org/concept/C2780832096","Tobacco control"
"https://semopenalex.org/concept/C61238886","Circulating tumor cell"
"https://semopenalex.org/concept/C2779524853","Pneumonitis"
"https://semopenalex.org/concept/C2776172268","Burning mouth syndrome"
"https://semopenalex.org/concept/C2778312706","Podophyllum"
"https://semopenalex.org/concept/C2779200787","Cladribine"
"https://semopenalex.org/concept/C2777789768","Radiation proctitis"
"https://semopenalex.org/concept/C2779158730","Fecal occult blood"
"https://semopenalex.org/concept/C2779946112","Cordotomy"
"https://semopenalex.org/concept/C2778212516","Oral contraceptive pill"
"https://semopenalex.org/concept/C2775859590","Emaciation"
"https://semopenalex.org/concept/C2776370487","Sitting"
"https://semopenalex.org/concept/C2778540859","Swelling"
"https://semopenalex.org/concept/C2780380678","Occupational cancer"
"https://semopenalex.org/concept/C149172746","Efficacy"
"https://semopenalex.org/concept/C2780808130","Aurora kinase"
"https://semopenalex.org/concept/C113775271","Dyscrasia"
"https://semopenalex.org/concept/C2780435969","Gynecologic oncology"
"https://semopenalex.org/concept/C2781244666","Pulmonary fibrosis"
"https://semopenalex.org/concept/C2777524492","Sunburn"
"https://semopenalex.org/concept/C2778637750","Testimonial"
"https://semopenalex.org/concept/C2780580887","Gefitinib"
"https://semopenalex.org/concept/C2780846426","Cowden syndrome"
"https://semopenalex.org/concept/C128544194","Translational research"
"https://semopenalex.org/concept/C31734879","PTPN11"
"https://semopenalex.org/concept/C2781100745","Debulking"
"https://semopenalex.org/concept/C18823058","Cytology"
"https://semopenalex.org/concept/C2781289014","Nuclear atypia"
"https://semopenalex.org/concept/C109541995","MCF-7"
"https://semopenalex.org/concept/C2777561873","Allotransplantation"
"https://semopenalex.org/concept/C2778298596","CDK inhibitor"
"https://semopenalex.org/concept/C2779979121","Blood cell"
"https://semopenalex.org/concept/C2778972612","Pulmonary alveolar proteinosis"
"https://semopenalex.org/concept/C2776636253","Colchicine"
"https://semopenalex.org/concept/C2776601875","Risk factors for breast cancer"
"https://semopenalex.org/concept/C2778904437","Asparaginase"
"https://semopenalex.org/concept/C167975912","Pyrimidine dimer"
"https://semopenalex.org/concept/C2780942278","Eosinophilic pneumonia"
"https://semopenalex.org/concept/C2781264782","Immunostimulant"
"https://semopenalex.org/concept/C2779545874","Vismodegib"
"https://semopenalex.org/concept/C2780808757","Sarcomatoid carcinoma"
"https://semopenalex.org/concept/C117632636","Ames test"
"https://semopenalex.org/concept/C67636389","Genetic predisposition"
"https://semopenalex.org/concept/C174446222","Pre- and post-test probability"
"https://semopenalex.org/concept/C97037327","Ectopic expression"
"https://semopenalex.org/concept/C21790070","Neuroblastoma RAS viral oncogene homolog"
"https://semopenalex.org/concept/C2779196318","Hypopharyngeal cancer"
"https://semopenalex.org/concept/C2781082889","Hemangiosarcoma"
"https://semopenalex.org/concept/C2776534502","Gallbladder cancer"
"https://semopenalex.org/concept/C2778426790","Organ dysfunction"
"https://semopenalex.org/concept/C2776759703","Longevity"
"https://semopenalex.org/concept/C2779403534","Centenarian"
"https://semopenalex.org/concept/C2776907518","Performance status"
"https://semopenalex.org/concept/C2778654693","Anorexia"
"https://semopenalex.org/concept/C2778828131","Parathyroid hormone-related protein"
"https://semopenalex.org/concept/C137738243","Cell migration"
"https://semopenalex.org/concept/C2776869705","Endocrine disease"
"https://semopenalex.org/concept/C2776316164","Benignity"
"https://semopenalex.org/concept/C2781312054","Elective surgery"
"https://semopenalex.org/concept/C29374701","Cause of death"
"https://semopenalex.org/concept/C71527416","Cathartic"
"https://semopenalex.org/concept/C186615474","European Prospective Investigation into Cancer and Nutrition"
"https://semopenalex.org/concept/C2780234812","Cancer prevention"
"https://semopenalex.org/concept/C2776491529","Water retention"
"https://semopenalex.org/concept/C177860879","Genetic epidemiology"
"https://semopenalex.org/concept/C2777399126","Human herpesvirus 6"
"https://semopenalex.org/concept/C2778899633","Sedentary lifestyle"
"https://semopenalex.org/concept/C2779874844","National Health and Nutrition Examination Survey"
"https://semopenalex.org/concept/C19831878","Therapeutic index"
"https://semopenalex.org/concept/C115448650","Xenobiotic"
"https://semopenalex.org/concept/C2776512503","Adenosquamous carcinoma"
"https://semopenalex.org/concept/C2781283455","Atypia"
"https://semopenalex.org/concept/C2779107934","Anticarcinogen"
"https://semopenalex.org/concept/C2776995267","Lymphoproliferative disorders"
"https://semopenalex.org/concept/C2778996113","Support group"
"https://semopenalex.org/concept/C2777048871","Lymphoepithelioma"
"https://semopenalex.org/concept/C2779758577","Middle age"
"https://semopenalex.org/concept/C66782513","Biomedicine"
"https://semopenalex.org/concept/C193230392","Ingestion"
"https://semopenalex.org/concept/C2777538855","Benzo(a)pyrene"
"https://semopenalex.org/concept/C20038557","Gross anatomy"
"https://semopenalex.org/concept/C60120401","Field cancerization"
"https://semopenalex.org/concept/C2777735490","Metabolic disorder"
"https://semopenalex.org/concept/C162264550","Translational medicine"
"https://semopenalex.org/concept/C2779840692","Obituary"
"https://semopenalex.org/concept/C2776141087","Watchful waiting"
"https://semopenalex.org/concept/C2778406374","Tuberculoma"
"https://semopenalex.org/concept/C60449816","Chromosomal fragile site"
"https://semopenalex.org/concept/C67082663","Molecular medicine"
"https://semopenalex.org/concept/C2780278673","Nude mouse"
"https://semopenalex.org/concept/C2780297055","Geldanamycin"
"https://semopenalex.org/concept/C2778088499","Hemihypertrophy"
"https://semopenalex.org/concept/C2776071976","CHEK2"
"https://semopenalex.org/concept/C2780275930","Hormone therapy"
"https://semopenalex.org/concept/C2780751114","RecQ helicase"
"https://semopenalex.org/concept/C2779434656","Lomustine"
"https://semopenalex.org/concept/C2777168633","12-O-Tetradecanoylphorbol-13-acetate"
"https://semopenalex.org/concept/C2780704907","Pancreatic ribonuclease"
"https://semopenalex.org/concept/C117262875","Clonogenic assay"
"https://semopenalex.org/concept/C2777169287","Li–Fraumeni syndrome"
"https://semopenalex.org/concept/C2779944767","Costello syndrome"
"https://semopenalex.org/concept/C2781066530","Salivary duct carcinoma"
"https://semopenalex.org/concept/C2777192995","Epigallocatechin gallate"
"https://semopenalex.org/concept/C182547069","Cytostasis"
"https://semopenalex.org/concept/C2779823535","Minimal residual disease"
"https://semopenalex.org/concept/C2779511695","Retroperitoneal lymph node dissection"
"https://semopenalex.org/concept/C141710004","Clastogen"
"https://semopenalex.org/concept/C2776434150","Spontaneous remission"
"https://semopenalex.org/concept/C2779060813","Hematopathology"
